,tourney_date,p1_id,p1_name,p2_id,p2_name,p1_hand,p1_ht,p1_age,p2_hand,p2_ht,p2_age,best_of,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1stWon,p1_2ndWon,p1_SvGms,p1_bpSaved,p1_bpFaced,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1stWon,p2_2ndWon,p2_SvGms,p2_bpSaved,p2_bpFaced,win
18022,20171016,105575,Ricardas Berankis,105936,Filip Krajinovic,1,175.0,27.3210130048,1,185.0,25.6344969199,3,6.0,1.0,91.0,55.0,33.0,23.0,15.0,3.0,6.0,6.0,3.0,85.0,50.0,35.0,18.0,16.0,0.0,4.0,1
18019,20171016,105575,Ricardas Berankis,105583,Dusan Lajovic,1,175.0,27.3210130048,1,180.0,27.2963723477,3,3.0,1.0,62.0,34.0,30.0,16.0,10.0,0.0,0.0,6.0,3.0,66.0,46.0,34.0,10.0,11.0,1.0,3.0,1
18020,20171016,104586,Lukas Rosol,104505,Konstantin Kravchuk,1,196.0,32.2299794661,1,190.0,32.643394935,3,12.0,1.0,87.0,62.0,47.0,21.0,16.0,1.0,2.0,10.0,2.0,88.0,62.0,51.0,12.0,15.0,2.0,3.0,1
18021,20171016,104297,Rogerio Dutra Silva,105539,Evgeny Donskoy,1,178.0,33.700205338800004,1,185.0,27.4387405886,3,5.0,1.0,67.0,43.0,33.0,14.0,11.0,2.0,2.0,9.0,1.0,54.0,38.0,30.0,7.0,10.0,1.0,3.0,1
18026,20171016,104259,Philipp Kohlschreiber,104312,Andreas Seppi,1,178.0,34.0013689254,1,190.0,33.6509240246,3,7.0,2.0,105.0,62.0,46.0,21.0,16.0,4.0,7.0,10.0,5.0,116.0,68.0,53.0,24.0,17.0,7.0,9.0,2
18023,20171016,105173,Adrian Mannarino,104586,Lukas Rosol,0,183.0,29.297741273099998,1,196.0,32.2299794661,3,8.0,2.0,72.0,40.0,35.0,15.0,11.0,1.0,2.0,6.0,3.0,62.0,39.0,30.0,9.0,10.0,2.0,4.0,1
18024,20171016,104534,Dudi Sela,104297,Rogerio Dutra Silva,1,175.0,32.5338809035,1,178.0,33.700205338800004,3,5.0,0.0,64.0,38.0,23.0,17.0,10.0,3.0,5.0,2.0,1.0,64.0,41.0,21.0,10.0,9.0,5.0,10.0,1
18025,20171016,106026,Yuki Bhambri,106000,Damir Dzumhur,1,183.0,25.2840520192,1,172.0,25.4072553046,3,5.0,3.0,110.0,66.0,45.0,20.0,16.0,10.0,14.0,5.0,4.0,104.0,68.0,46.0,21.0,16.0,8.0,11.0,2
18017,20171016,103970,David Ferrer,106043,Diego Schwartzman,1,175.0,35.540041067800004,1,170.0,25.1663244353,3,1.0,4.0,71.0,37.0,24.0,14.0,10.0,6.0,11.0,3.0,2.0,63.0,33.0,23.0,17.0,10.0,2.0,4.0,2
18018,20171016,106043,Diego Schwartzman,104542,Jo-Wilfried Tsonga,1,170.0,25.1663244353,1,188.0,32.4982888433,3,1.0,2.0,57.0,35.0,21.0,11.0,10.0,4.0,8.0,8.0,2.0,69.0,37.0,27.0,17.0,11.0,4.0,6.0,2
18013,20171016,104932,Kenny De Schepper,104542,Jo-Wilfried Tsonga,0,203.0,30.3846680356,1,188.0,32.4982888433,3,2.0,6.0,72.0,49.0,35.0,7.0,10.0,7.0,10.0,7.0,1.0,62.0,38.0,26.0,16.0,9.0,2.0,2.0,2
18016,20171016,103898,Julien Benneteau,104542,Jo-Wilfried Tsonga,1,185.0,35.8220396988,1,188.0,32.4982888433,3,5.0,3.0,75.0,34.0,23.0,21.0,10.0,2.0,4.0,17.0,8.0,68.0,32.0,30.0,16.0,10.0,1.0,1.0,2
18015,20171016,104327,Steve Darcis,103970,David Ferrer,1,178.0,33.5934291581,1,175.0,35.540041067800004,3,3.0,1.0,93.0,47.0,29.0,28.0,17.0,5.0,10.0,1.0,6.0,109.0,65.0,40.0,27.0,16.0,4.0,7.0,2
18014,20171016,104660,Sergiy Stakhovsky,105311,Joao Sousa,1,193.0,31.7754962355,1,185.0,28.5475701574,3,18.0,4.0,104.0,61.0,47.0,21.0,16.0,6.0,8.0,4.0,3.0,83.0,52.0,45.0,19.0,16.0,4.0,5.0,2
18012,20171016,105550,Guido Pella,103333,Ivo Karlovic,0,185.0,27.4168377823,1,208.0,38.6310746064,3,8.0,5.0,110.0,74.0,61.0,18.0,17.0,2.0,3.0,15.0,3.0,95.0,60.0,52.0,22.0,16.0,2.0,3.0,2
18011,20171016,104327,Steve Darcis,105649,Cedrik Marcel Stebe,1,178.0,33.5934291581,0,183.0,27.019849418200003,3,1.0,3.0,71.0,36.0,26.0,16.0,10.0,4.0,7.0,6.0,4.0,62.0,34.0,27.0,9.0,11.0,2.0,6.0,1
18010,20171016,105311,Joao Sousa,105332,Benoit Paire,1,185.0,28.5475701574,1,196.0,28.4407939767,3,3.0,3.0,116.0,67.0,50.0,27.0,17.0,5.0,7.0,15.0,7.0,118.0,53.0,42.0,33.0,17.0,9.0,13.0,1
18009,20171016,105932,Nikoloz Basilashvili,103898,Julien Benneteau,1,185.0,25.6454483231,1,185.0,35.8220396988,3,2.0,4.0,42.0,23.0,16.0,6.0,5.0,4.0,6.0,5.0,3.0,34.0,20.0,16.0,5.0,5.0,2.0,3.0,2
18008,20171016,105060,Aldin Setkic,104932,Kenny De Schepper,1,193.0,29.8206707734,0,203.0,30.3846680356,3,1.0,3.0,52.0,30.0,10.0,13.0,7.0,12.0,16.0,6.0,1.0,44.0,33.0,27.0,6.0,8.0,0.0,0.0,2
18028,20171016,106000,Damir Dzumhur,104312,Andreas Seppi,1,172.0,25.4072553046,1,190.0,33.6509240246,3,6.0,3.0,96.0,61.0,44.0,17.0,14.0,5.0,7.0,6.0,2.0,81.0,43.0,29.0,21.0,14.0,5.0,9.0,1
18027,20171016,105173,Adrian Mannarino,104534,Dudi Sela,0,183.0,29.297741273099998,1,175.0,32.5338809035,3,11.0,1.0,101.0,65.0,46.0,18.0,14.0,9.0,12.0,1.0,7.0,86.0,45.0,30.0,16.0,13.0,4.0,11.0,1
18031,20171016,105041,Lukas Lacko,105132,Jurgen Zopp,1,185.0,29.9520876112,1,190.0,29.5496235455,3,8.0,0.0,85.0,48.0,35.0,21.0,15.0,2.0,6.0,8.0,1.0,89.0,54.0,41.0,20.0,15.0,1.0,2.0,2
18029,20171016,105173,Adrian Mannarino,105575,Ricardas Berankis,0,183.0,29.297741273099998,1,175.0,27.3210130048,3,3.0,6.0,73.0,45.0,34.0,9.0,13.0,6.0,11.0,2.0,4.0,78.0,48.0,35.0,13.0,13.0,3.0,6.0,2
18040,20171016,106058,Jack Sock,104871,Jeremy Chardy,1,185.0,25.0595482546,1,188.0,30.674880219000002,3,8.0,2.0,55.0,28.0,23.0,20.0,10.0,1.0,1.0,8.0,4.0,71.0,55.0,36.0,7.0,10.0,3.0,5.0,1
18049,20171016,105223,Juan Martin del Potro,105777,Grigor Dimitrov,1,198.0,29.0622861054,1,188.0,26.4202600958,3,9.0,1.0,54.0,38.0,29.0,10.0,9.0,4.0,4.0,5.0,2.0,53.0,33.0,20.0,11.0,9.0,2.0,5.0,1
18048,20171016,105777,Grigor Dimitrov,104926,Fabio Fognini,1,188.0,26.4202600958,1,178.0,30.398357289499998,3,8.0,1.0,71.0,49.0,34.0,13.0,11.0,3.0,5.0,3.0,1.0,60.0,38.0,26.0,8.0,10.0,2.0,5.0,1
18030,20171016,106000,Damir Dzumhur,105575,Ricardas Berankis,1,172.0,25.4072553046,1,175.0,27.3210130048,3,3.0,5.0,113.0,69.0,42.0,22.0,13.0,18.0,21.0,4.0,0.0,64.0,34.0,26.0,17.0,12.0,1.0,4.0,1
18046,20171016,105777,Grigor Dimitrov,104999,Mischa Zverev,1,188.0,26.4202600958,0,190.0,30.1519507187,3,4.0,1.0,48.0,32.0,29.0,11.0,10.0,0.0,0.0,6.0,3.0,71.0,41.0,30.0,11.0,9.0,4.0,6.0,1
18045,20171016,106058,Jack Sock,104926,Fabio Fognini,1,185.0,25.0595482546,1,178.0,30.398357289499998,3,10.0,7.0,115.0,51.0,37.0,38.0,18.0,5.0,8.0,8.0,7.0,132.0,70.0,48.0,37.0,18.0,7.0,9.0,2
18044,20171016,105223,Juan Martin del Potro,105216,Yuichi Sugita,1,198.0,29.0622861054,1,173.0,29.0759753593,3,9.0,1.0,61.0,42.0,32.0,12.0,10.0,2.0,3.0,2.0,3.0,67.0,47.0,32.0,9.0,10.0,2.0,5.0,1
18043,20171016,104269,Fernando Verdasco,104731,Kevin Anderson,0,188.0,33.9192334018,1,203.0,31.4140999316,3,2.0,2.0,79.0,56.0,45.0,14.0,12.0,1.0,1.0,10.0,2.0,78.0,53.0,41.0,11.0,12.0,1.0,1.0,1
18042,20171016,105668,Jerzy Janowicz,105777,Grigor Dimitrov,1,203.0,26.9240246407,1,188.0,26.4202600958,3,10.0,2.0,69.0,40.0,31.0,21.0,12.0,1.0,2.0,9.0,2.0,67.0,44.0,39.0,16.0,12.0,2.0,2.0,2
18041,20171016,104999,Mischa Zverev,104678,Viktor Troicki,0,190.0,30.1519507187,1,193.0,31.6796714579,3,5.0,2.0,64.0,45.0,32.0,8.0,9.0,5.0,6.0,3.0,2.0,50.0,26.0,17.0,9.0,8.0,1.0,5.0,1
18047,20171016,105223,Juan Martin del Potro,104269,Fernando Verdasco,1,198.0,29.0622861054,0,188.0,33.9192334018,3,5.0,1.0,112.0,72.0,51.0,22.0,17.0,6.0,9.0,10.0,3.0,108.0,73.0,51.0,16.0,17.0,5.0,9.0,1
18039,20171016,105216,Yuichi Sugita,104571,Marcos Baghdatis,1,173.0,29.0759753593,1,183.0,32.3312799452,3,2.0,1.0,76.0,45.0,29.0,18.0,13.0,4.0,7.0,13.0,8.0,88.0,46.0,30.0,18.0,13.0,9.0,14.0,1
18037,20171016,105668,Jerzy Janowicz,105732,Pierre Hugues Herbert,1,203.0,26.9240246407,1,188.0,26.5817932923,3,7.0,5.0,68.0,39.0,32.0,19.0,13.0,0.0,1.0,8.0,4.0,68.0,40.0,33.0,11.0,13.0,1.0,4.0,1
18036,20171016,104678,Viktor Troicki,104620,Simone Bolelli,1,193.0,31.6796714579,1,183.0,32.0219028063,3,9.0,3.0,56.0,35.0,25.0,12.0,9.0,0.0,1.0,0.0,1.0,66.0,48.0,22.0,11.0,9.0,8.0,12.0,1
18035,20171016,105561,Alessandro Giannessi,104871,Jeremy Chardy,0,183.0,27.3812457221,1,188.0,30.674880219000002,3,6.0,3.0,59.0,34.0,18.0,12.0,9.0,9.0,13.0,12.0,2.0,56.0,33.0,27.0,14.0,9.0,0.0,0.0,2
18034,20171016,104291,Malek Jaziri,104926,Fabio Fognini,1,185.0,33.7385352498,1,178.0,30.398357289499998,3,1.0,1.0,56.0,22.0,12.0,16.0,9.0,1.0,5.0,5.0,4.0,60.0,38.0,31.0,12.0,10.0,4.0,5.0,2
18033,20171016,104797,Denis Istomin,105216,Yuichi Sugita,1,188.0,31.107460643400003,1,173.0,29.0759753593,3,15.0,2.0,93.0,51.0,45.0,16.0,14.0,4.0,6.0,3.0,2.0,91.0,57.0,40.0,17.0,14.0,6.0,9.0,2
18032,20171016,104898,Robin Haase,104269,Fernando Verdasco,1,190.0,30.5297741273,0,188.0,33.9192334018,3,1.0,1.0,46.0,24.0,15.0,9.0,8.0,1.0,5.0,3.0,0.0,35.0,28.0,27.0,5.0,8.0,0.0,0.0,2
18038,20171016,105132,Jurgen Zopp,104269,Fernando Verdasco,1,190.0,29.5496235455,0,188.0,33.9192334018,3,6.0,4.0,65.0,37.0,26.0,9.0,9.0,4.0,8.0,3.0,0.0,56.0,34.0,25.0,13.0,9.0,2.0,3.0,2
17982,20171009,104731,Kevin Anderson,105173,Adrian Mannarino,1,203.0,31.394934976,0,183.0,29.278576317600002,3,13.0,0.0,37.0,23.0,22.0,10.0,8.0,0.0,0.0,4.0,5.0,58.0,36.0,20.0,8.0,8.0,7.0,11.0,1
17989,20171009,105379,Aljaz Bedene,100644,Alexander Zverev,1,181.0,28.227241615300002,1,198.0,20.4709103354,3,1.0,0.0,13.0,6.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,10.0,6.0,5.0,3.0,2.0,0.0,0.0,2
17988,20171009,105676,David Goffin,104468,Gilles Simon,1,163.0,26.8391512663,1,183.0,32.7830253251,3,4.0,2.0,66.0,43.0,34.0,11.0,11.0,3.0,5.0,5.0,0.0,66.0,41.0,32.0,16.0,10.0,3.0,3.0,2
17987,20171009,105238,Alexandr Dolgopolov,103852,Feliciano Lopez,1,180.0,28.919917864499997,0,188.0,36.052019165,3,10.0,1.0,80.0,49.0,36.0,18.0,14.0,2.0,5.0,22.0,4.0,84.0,58.0,46.0,13.0,15.0,2.0,4.0,1
17986,20171009,103819,Roger Federer,106043,Diego Schwartzman,1,185.0,36.1697467488,1,170.0,25.1471594798,3,14.0,0.0,72.0,47.0,35.0,14.0,11.0,4.0,5.0,3.0,1.0,85.0,54.0,34.0,15.0,11.0,6.0,8.0,1
17985,20171009,104926,Fabio Fognini,104269,Fernando Verdasco,1,178.0,30.379192334000003,0,188.0,33.900068446300004,3,5.0,3.0,70.0,50.0,38.0,12.0,13.0,4.0,6.0,6.0,3.0,73.0,51.0,35.0,13.0,13.0,4.0,7.0,1
17984,20171009,105023,Sam Querrey,105216,Yuichi Sugita,1,198.0,30.006844627,1,173.0,29.0568104038,3,10.0,3.0,47.0,27.0,23.0,13.0,9.0,0.0,0.0,6.0,0.0,46.0,28.0,17.0,9.0,8.0,1.0,4.0,1
17978,20171009,103893,Paolo Lorenzi,105379,Aljaz Bedene,1,183.0,35.8165639973,1,181.0,28.227241615300002,3,1.0,0.0,46.0,26.0,16.0,11.0,8.0,4.0,7.0,10.0,0.0,45.0,28.0,25.0,13.0,9.0,3.0,3.0,2
17981,20171009,105311,Joao Sousa,105077,Albert Ramos,1,185.0,28.5284052019,0,188.0,29.7275838467,3,8.0,5.0,96.0,59.0,47.0,17.0,15.0,5.0,7.0,13.0,3.0,96.0,54.0,42.0,27.0,15.0,6.0,7.0,2
17980,20171009,104545,John Isner,105583,Dusan Lajovic,1,206.0,32.4544832307,1,180.0,27.277207392199998,3,29.0,2.0,104.0,72.0,60.0,17.0,17.0,0.0,1.0,15.0,1.0,107.0,81.0,64.0,18.0,17.0,4.0,4.0,1
17979,20171009,105932,Nikoloz Basilashvili,105223,Juan Martin del Potro,1,185.0,25.626283367600003,1,198.0,29.0431211499,3,5.0,1.0,83.0,62.0,38.0,12.0,14.0,6.0,10.0,3.0,4.0,79.0,49.0,40.0,13.0,13.0,6.0,8.0,2
17977,20171009,104898,Robin Haase,104755,Richard Gasquet,1,190.0,30.5106091718,1,185.0,31.310061601599998,3,10.0,2.0,93.0,52.0,34.0,23.0,16.0,1.0,6.0,6.0,2.0,105.0,66.0,48.0,25.0,16.0,7.0,9.0,2
17976,20171009,105238,Alexandr Dolgopolov,106058,Jack Sock,1,180.0,28.919917864499997,1,185.0,25.0403832991,3,9.0,2.0,54.0,38.0,31.0,9.0,10.0,1.0,2.0,7.0,5.0,66.0,37.0,24.0,14.0,10.0,0.0,3.0,1
17975,20171009,103333,Ivo Karlovic,103852,Feliciano Lopez,1,208.0,38.6119096509,0,188.0,36.052019165,3,23.0,4.0,74.0,52.0,45.0,11.0,12.0,5.0,5.0,11.0,0.0,68.0,48.0,44.0,14.0,12.0,0.0,0.0,2
17991,20171009,105077,Albert Ramos,105807,Pablo Carreno Busta,0,188.0,29.7275838467,1,188.0,26.2450376454,3,8.0,0.0,65.0,43.0,34.0,16.0,12.0,2.0,2.0,5.0,1.0,77.0,50.0,34.0,14.0,12.0,2.0,4.0,1
17990,20171009,106233,Dominic Thiem,104678,Viktor Troicki,1,185.0,24.098562628299998,1,193.0,31.660506502399997,3,19.0,3.0,94.0,63.0,53.0,12.0,15.0,7.0,8.0,12.0,4.0,91.0,57.0,48.0,18.0,15.0,1.0,2.0,2
17983,20171009,106401,Nick Kyrgios,105449,Steve Johnson,1,193.0,22.4531143053,1,188.0,27.7919233402,3,13.0,3.0,39.0,25.0,20.0,8.0,6.0,0.0,0.0,10.0,0.0,38.0,30.0,24.0,5.0,6.0,0.0,0.0,2
17992,20171009,105992,Ryan Harrison,105777,Grigor Dimitrov,1,183.0,25.4236824093,1,188.0,26.4010951403,3,10.0,1.0,116.0,77.0,51.0,20.0,15.0,8.0,11.0,16.0,5.0,95.0,60.0,47.0,18.0,15.0,2.0,5.0,2
18000,20171009,104745,Rafael Nadal,104926,Fabio Fognini,0,185.0,31.351129363400002,1,178.0,30.379192334000003,3,7.0,0.0,46.0,36.0,28.0,6.0,8.0,2.0,2.0,3.0,3.0,43.0,24.0,16.0,7.0,8.0,1.0,5.0,1
18007,20171009,103819,Roger Federer,104745,Rafael Nadal,1,185.0,36.1697467488,0,185.0,31.351129363400002,3,10.0,0.0,44.0,30.0,25.0,11.0,9.0,0.0,0.0,4.0,0.0,61.0,45.0,28.0,8.0,10.0,4.0,7.0,1
18006,20171009,105227,Marin Cilic,104745,Rafael Nadal,1,198.0,29.029431896,0,185.0,31.351129363400002,3,13.0,2.0,92.0,61.0,39.0,14.0,12.0,9.0,12.0,4.0,2.0,72.0,52.0,40.0,12.0,12.0,3.0,5.0,2
18005,20171009,105223,Juan Martin del Potro,103819,Roger Federer,1,198.0,29.0431211499,1,185.0,36.1697467488,3,12.0,1.0,111.0,74.0,48.0,19.0,14.0,7.0,10.0,7.0,0.0,64.0,46.0,40.0,10.0,13.0,0.0,1.0,2
18003,20171009,105227,Marin Cilic,105077,Albert Ramos,1,198.0,29.029431896,0,188.0,29.7275838467,3,10.0,0.0,60.0,38.0,33.0,10.0,10.0,3.0,4.0,5.0,2.0,52.0,35.0,25.0,7.0,9.0,7.0,10.0,1
18002,20171009,104678,Viktor Troicki,105223,Juan Martin del Potro,1,193.0,31.660506502399997,1,198.0,29.0431211499,3,3.0,1.0,101.0,76.0,46.0,13.0,13.0,8.0,11.0,8.0,1.0,78.0,56.0,43.0,13.0,14.0,0.0,1.0,2
18001,20171009,103819,Roger Federer,104755,Richard Gasquet,1,185.0,36.1697467488,1,185.0,31.310061601599998,3,5.0,2.0,61.0,48.0,36.0,7.0,11.0,2.0,3.0,1.0,0.0,63.0,39.0,27.0,11.0,11.0,5.0,8.0,1
18004,20171009,105777,Grigor Dimitrov,104745,Rafael Nadal,1,188.0,26.4010951403,0,185.0,31.351129363400002,3,13.0,4.0,96.0,72.0,52.0,12.0,15.0,4.0,6.0,6.0,2.0,95.0,71.0,53.0,17.0,16.0,2.0,2.0,2
17993,20171009,106298,Lucas Pouille,104926,Fabio Fognini,1,185.0,23.624914442199998,1,178.0,30.379192334000003,3,9.0,0.0,72.0,42.0,30.0,17.0,10.0,8.0,9.0,9.0,4.0,74.0,43.0,34.0,20.0,11.0,3.0,3.0,2
17998,20171009,105449,Steve Johnson,105227,Marin Cilic,1,188.0,27.7919233402,1,198.0,29.029431896,3,8.0,0.0,66.0,47.0,36.0,10.0,11.0,1.0,2.0,12.0,2.0,60.0,37.0,32.0,18.0,11.0,2.0,2.0,2
17997,20171009,104545,John Isner,104678,Viktor Troicki,1,206.0,32.4544832307,1,193.0,31.660506502399997,3,9.0,2.0,67.0,48.0,34.0,12.0,11.0,2.0,3.0,15.0,0.0,55.0,44.0,43.0,6.0,11.0,0.0,0.0,2
17996,20171009,100644,Alexander Zverev,105223,Juan Martin del Potro,1,198.0,20.4709103354,1,198.0,29.0431211499,3,22.0,1.0,98.0,72.0,57.0,12.0,16.0,2.0,3.0,12.0,0.0,75.0,55.0,49.0,13.0,15.0,1.0,2.0,2
17995,20171009,104468,Gilles Simon,104755,Richard Gasquet,1,183.0,32.7830253251,1,185.0,31.310061601599998,3,5.0,3.0,117.0,70.0,39.0,25.0,16.0,11.0,17.0,7.0,1.0,93.0,70.0,48.0,12.0,17.0,2.0,6.0,2
17994,20171009,103819,Roger Federer,105238,Alexandr Dolgopolov,1,185.0,36.1697467488,1,180.0,28.919917864499997,3,11.0,1.0,46.0,37.0,29.0,8.0,9.0,1.0,1.0,6.0,1.0,68.0,42.0,27.0,12.0,9.0,4.0,7.0,1
17999,20171009,105023,Sam Querrey,105777,Grigor Dimitrov,1,198.0,30.006844627,1,188.0,26.4010951403,3,12.0,4.0,61.0,36.0,28.0,9.0,10.0,3.0,5.0,10.0,3.0,66.0,42.0,37.0,10.0,11.0,2.0,3.0,2
17946,20171002,106401,Nick Kyrgios,104327,Steve Darcis,1,193.0,22.4339493498,1,178.0,33.5550992471,3,12.0,2.0,28.0,17.0,16.0,5.0,5.0,0.0,0.0,0.0,3.0,21.0,13.0,3.0,2.0,4.0,2.0,6.0,1
17942,20171002,106401,Nick Kyrgios,104999,Mischa Zverev,1,193.0,22.4339493498,0,190.0,30.1136208077,3,11.0,1.0,61.0,38.0,32.0,15.0,12.0,0.0,1.0,2.0,1.0,71.0,45.0,30.0,15.0,13.0,0.0,4.0,1
17943,20171002,105138,Roberto Bautista Agut,105379,Aljaz Bedene,1,183.0,29.4674880219,1,181.0,28.2080766598,3,2.0,0.0,30.0,22.0,18.0,4.0,5.0,1.0,1.0,2.0,2.0,33.0,14.0,5.0,5.0,5.0,4.0,9.0,1
17944,20171002,105777,Grigor Dimitrov,105223,Juan Martin del Potro,1,188.0,26.3819301848,1,198.0,29.0239561944,3,4.0,4.0,87.0,57.0,42.0,14.0,12.0,5.0,7.0,6.0,4.0,75.0,41.0,30.0,16.0,12.0,1.0,4.0,1
17945,20171002,104545,John Isner,104919,Leonardo Mayer,1,206.0,32.4353182752,1,188.0,30.3846680356,3,8.0,1.0,46.0,31.0,26.0,8.0,8.0,1.0,1.0,1.0,2.0,44.0,24.0,13.0,10.0,7.0,0.0,4.0,1
17949,20171002,100644,Alexander Zverev,106401,Nick Kyrgios,1,198.0,20.4517453799,1,193.0,22.4339493498,3,0.0,2.0,57.0,30.0,23.0,14.0,10.0,3.0,5.0,11.0,0.0,56.0,39.0,34.0,12.0,11.0,1.0,1.0,2
17947,20171002,105138,Roberto Bautista Agut,105777,Grigor Dimitrov,1,183.0,29.4674880219,1,188.0,26.3819301848,3,4.0,4.0,99.0,51.0,36.0,25.0,15.0,6.0,9.0,12.0,4.0,94.0,56.0,42.0,21.0,15.0,2.0,4.0,2
17948,20171002,104545,John Isner,104745,Rafael Nadal,1,206.0,32.4353182752,0,185.0,31.3319644079,3,22.0,2.0,73.0,58.0,40.0,6.0,11.0,3.0,4.0,5.0,0.0,68.0,40.0,29.0,23.0,11.0,3.0,3.0,2
17950,20171002,105777,Grigor Dimitrov,104745,Rafael Nadal,1,188.0,26.3819301848,0,185.0,31.3319644079,3,10.0,6.0,84.0,54.0,36.0,13.0,13.0,8.0,13.0,1.0,1.0,90.0,61.0,41.0,18.0,13.0,10.0,12.0,2
17940,20171002,104926,Fabio Fognini,100644,Alexander Zverev,1,178.0,30.3600273785,1,198.0,20.4517453799,3,2.0,8.0,56.0,28.0,19.0,12.0,9.0,5.0,9.0,4.0,4.0,62.0,40.0,30.0,10.0,9.0,2.0,3.0,2
17941,20171002,104327,Steve Darcis,105583,Dusan Lajovic,1,178.0,33.5550992471,1,180.0,27.258042436700002,3,1.0,0.0,66.0,41.0,32.0,15.0,10.0,4.0,4.0,5.0,1.0,51.0,34.0,23.0,9.0,9.0,3.0,5.0,1
17932,20171002,105583,Dusan Lajovic,104269,Fernando Verdasco,1,180.0,27.258042436700002,0,188.0,33.8809034908,3,1.0,1.0,81.0,65.0,43.0,11.0,13.0,4.0,6.0,3.0,2.0,67.0,43.0,32.0,11.0,12.0,2.0,6.0,1
17939,20171002,106298,Lucas Pouille,104745,Rafael Nadal,1,185.0,23.605749486700002,0,185.0,31.3319644079,3,9.0,5.0,110.0,65.0,50.0,21.0,17.0,3.0,4.0,4.0,7.0,102.0,73.0,59.0,15.0,17.0,3.0,4.0,2
17938,20171002,103893,Paolo Lorenzi,104919,Leonardo Mayer,1,183.0,35.7973990418,1,188.0,30.3846680356,3,3.0,5.0,119.0,71.0,49.0,25.0,17.0,4.0,7.0,12.0,5.0,114.0,56.0,41.0,31.0,17.0,4.0,7.0,2
17937,20171002,104545,John Isner,104291,Malek Jaziri,1,206.0,32.4353182752,1,185.0,33.700205338800004,3,11.0,0.0,43.0,30.0,28.0,8.0,9.0,0.0,0.0,5.0,1.0,43.0,25.0,17.0,8.0,8.0,1.0,4.0,1
17936,20171002,105777,Grigor Dimitrov,106000,Damir Dzumhur,1,188.0,26.3819301848,1,172.0,25.3689253936,3,9.0,9.0,95.0,57.0,44.0,18.0,13.0,8.0,9.0,2.0,0.0,74.0,49.0,29.0,15.0,12.0,5.0,8.0,1
17935,20171002,105223,Juan Martin del Potro,104655,Pablo Cuevas,1,198.0,29.0239561944,1,180.0,31.750855578400003,3,11.0,1.0,75.0,48.0,39.0,16.0,11.0,3.0,3.0,9.0,1.0,68.0,42.0,35.0,13.0,11.0,1.0,2.0,1
17934,20171002,105379,Aljaz Bedene,104719,Marcel Granollers,1,181.0,28.2080766598,1,190.0,31.4743326489,3,6.0,2.0,44.0,26.0,23.0,13.0,9.0,0.0,0.0,1.0,1.0,59.0,42.0,27.0,6.0,9.0,4.0,7.0,1
17933,20171002,106401,Nick Kyrgios,105932,Nikoloz Basilashvili,1,193.0,22.4339493498,1,185.0,25.607118412,3,12.0,3.0,43.0,22.0,19.0,14.0,8.0,0.0,0.0,1.0,7.0,49.0,32.0,17.0,6.0,7.0,2.0,6.0,1
17952,20171002,106233,Dominic Thiem,105449,Steve Johnson,1,185.0,24.079397672800003,1,188.0,27.772758384699998,3,9.0,4.0,117.0,74.0,54.0,23.0,16.0,11.0,13.0,10.0,2.0,97.0,52.0,40.0,28.0,16.0,3.0,5.0,2
17931,20171002,104327,Steve Darcis,105807,Pablo Carreno Busta,1,178.0,33.5550992471,1,188.0,26.225872689899997,3,1.0,1.0,46.0,31.0,24.0,8.0,8.0,3.0,4.0,1.0,2.0,70.0,47.0,25.0,9.0,8.0,5.0,10.0,1
17930,20171002,104898,Robin Haase,104926,Fabio Fognini,1,190.0,30.4914442163,1,178.0,30.3600273785,3,4.0,6.0,67.0,36.0,21.0,15.0,10.0,8.0,13.0,2.0,5.0,82.0,49.0,38.0,10.0,10.0,9.0,12.0,2
17951,20171002,106401,Nick Kyrgios,104745,Rafael Nadal,1,193.0,22.4339493498,0,185.0,31.3319644079,3,8.0,5.0,64.0,31.0,21.0,10.0,7.0,8.0,12.0,2.0,1.0,56.0,37.0,26.0,11.0,8.0,4.0,4.0,2
17954,20171002,106043,Diego Schwartzman,105385,Donald Young,1,170.0,25.1279945243,0,183.0,28.194387405900002,3,3.0,2.0,49.0,31.0,26.0,11.0,10.0,0.0,1.0,3.0,4.0,69.0,44.0,27.0,9.0,10.0,10.0,14.0,1
17953,20171002,105311,Joao Sousa,106071,Bernard Tomic,1,185.0,28.509240246399997,1,193.0,24.9472963723,3,10.0,3.0,72.0,38.0,29.0,19.0,13.0,4.0,7.0,10.0,3.0,98.0,62.0,46.0,15.0,14.0,5.0,7.0,2
17964,20171002,105676,David Goffin,105051,Matthew Ebden,1,163.0,26.819986310700003,1,188.0,29.8507871321,3,8.0,7.0,104.0,55.0,38.0,24.0,16.0,8.0,14.0,5.0,5.0,107.0,66.0,41.0,18.0,16.0,4.0,9.0,1
17974,20171002,105676,David Goffin,105173,Adrian Mannarino,1,163.0,26.819986310700003,0,183.0,29.2594113621,3,3.0,1.0,56.0,35.0,28.0,15.0,11.0,1.0,2.0,4.0,0.0,66.0,40.0,29.0,11.0,10.0,3.0,6.0,1
